Year;District;deaths;pop;dens_pop;gdp;share_industry;dens_doc;houshold_house;household_size;share_male;share_5_14;share_20_39;share_60
1913;1503;239;15836;341.3468067;2691;0.875;0.215551154;1.28;3.8;0.482;0.208;0.267;0.142
1914;1503;208;15836;341.3468067;2691;0.875;0.215551154;1.28;3.8;0.482;0.208;0.267;0.142
1915;1503;203;15836;341.3468067;2691;0.875;0.215551154;1.28;3.8;0.482;0.208;0.267;0.142
1916;1503;237;15836;341.3468067;2691;0.875;0.215551154;1.28;3.8;0.482;0.208;0.267;0.142
1917;1503;241;15836;341.3468067;2691;0.875;0.215551154;1.28;3.8;0.482;0.208;0.267;0.142
1918;1503;303;15836;341.3468067;2691;0.875;0.215551154;1.28;3.8;0.482;0.208;0.267;0.142
1913;1600;250;14623;84.72980388;2777;0.7;0.023177133;1.31;4.5;0.488;0.231;0.276;0.086
1914;1600;245;14623;84.72980388;2777;0.7;0.023177133;1.31;4.5;0.488;0.231;0.276;0.086
1915;1600;225;14623;84.72980388;2777;0.7;0.023177133;1.31;4.5;0.488;0.231;0.276;0.086
1916;1600;255;14623;84.72980388;2777;0.7;0.023177133;1.31;4.5;0.488;0.231;0.276;0.086
1917;1600;257;14623;84.72980388;2777;0.7;0.023177133;1.31;4.5;0.488;0.231;0.276;0.086
1918;1600;351;14623;84.72980388;2777;0.7;0.023177133;1.31;4.5;0.488;0.231;0.276;0.086
1913;1701;862;75881;1065.847673;3438;0.963;0.575898507;2.98;4;0.445;0.137;0.404;0.071
1914;1701;771;75881;1065.847673;3438;0.963;0.575898507;2.98;4;0.445;0.137;0.404;0.071
1915;1701;680;75881;1065.847673;3438;0.963;0.575898507;2.98;4;0.445;0.137;0.404;0.071
1916;1701;695;75881;1065.847673;3438;0.963;0.575898507;2.98;4;0.445;0.137;0.404;0.071
1917;1701;703;75881;1065.847673;3438;0.963;0.575898507;2.98;4;0.445;0.137;0.404;0.071
1918;1701;1121;75881;1065.847673;3438;0.963;0.575898507;2.98;4;0.445;0.137;0.404;0.071
1913;1702;367;24549;497.9856623;2179;0.887;0.344851369;2.11;4.2;0.481;0.199;0.339;0.066
1914;1702;315;24549;497.9856623;2179;0.887;0.344851369;2.11;4.2;0.481;0.199;0.339;0.066
1915;1702;267;24549;497.9856623;2179;0.887;0.344851369;2.11;4.2;0.481;0.199;0.339;0.066
1916;1702;263;24549;497.9856623;2179;0.887;0.344851369;2.11;4.2;0.481;0.199;0.339;0.066
1917;1702;290;24549;497.9856623;2179;0.887;0.344851369;2.11;4.2;0.481;0.199;0.339;0.066
1918;1702;375;24549;497.9856623;2179;0.887;0.344851369;2.11;4.2;0.481;0.199;0.339;0.066
1913;1703;335;21319;417.9646988;2422;0.81;0.215657943;1.44;4.2;0.482;0.216;0.308;0.075
1914;1703;299;21319;417.9646988;2422;0.81;0.215657943;1.44;4.2;0.482;0.216;0.308;0.075
1915;1703;268;21319;417.9646988;2422;0.81;0.215657943;1.44;4.2;0.482;0.216;0.308;0.075
1916;1703;264;21319;417.9646988;2422;0.81;0.215657943;1.44;4.2;0.482;0.216;0.308;0.075
1917;1703;346;21319;417.9646988;2422;0.81;0.215657943;1.44;4.2;0.482;0.216;0.308;0.075
1918;1703;376;21319;417.9646988;2422;0.81;0.215657943;1.44;4.2;0.482;0.216;0.308;0.075
1913;1704;335;19334;198.3822825;2242;0.669;0.071825591;1.21;4.3;0.47;0.213;0.271;0.094
1914;1704;271;19334;198.3822825;2242;0.669;0.071825591;1.21;4.3;0.47;0.213;0.271;0.094
1915;1704;296;19334;198.3822825;2242;0.669;0.071825591;1.21;4.3;0.47;0.213;0.271;0.094
1916;1704;363;19334;198.3822825;2242;0.669;0.071825591;1.21;4.3;0.47;0.213;0.271;0.094
1917;1704;344;19334;198.3822825;2242;0.669;0.071825591;1.21;4.3;0.47;0.213;0.271;0.094
1918;1704;418;19334;198.3822825;2242;0.669;0.071825591;1.21;4.3;0.47;0.213;0.271;0.094
1913;1705;280;19664;95.02629364;2397;0.619;0.038660006;1.22;4.4;0.497;0.21;0.294;0.104
1914;1705;288;19664;95.02629364;2397;0.619;0.038660006;1.22;4.4;0.497;0.21;0.294;0.104
1915;1705;280;19664;95.02629364;2397;0.619;0.038660006;1.22;4.4;0.497;0.21;0.294;0.104
1916;1705;244;19664;95.02629364;2397;0.619;0.038660006;1.22;4.4;0.497;0.21;0.294;0.104
1917;1705;292;19664;95.02629364;2397;0.619;0.038660006;1.22;4.4;0.497;0.21;0.294;0.104
1918;1705;376;19664;95.02629364;2397;0.619;0.038660006;1.22;4.4;0.497;0.21;0.294;0.104
1913;1706;367;21149;40.81629502;2009;0.66;0.019299397;1.31;4.5;0.491;0.207;0.291;0.103
1914;1706;292;21149;40.81629502;2009;0.66;0.019299397;1.31;4.5;0.491;0.207;0.291;0.103
1915;1706;325;21149;40.81629502;2009;0.66;0.019299397;1.31;4.5;0.491;0.207;0.291;0.103
1916;1706;323;21149;40.81629502;2009;0.66;0.019299397;1.31;4.5;0.491;0.207;0.291;0.103
1917;1706;318;21149;40.81629502;2009;0.66;0.019299397;1.31;4.5;0.491;0.207;0.291;0.103
1918;1706;423;21149;40.81629502;2009;0.66;0.019299397;1.31;4.5;0.491;0.207;0.291;0.103
1913;1707;126;8384;61.9386258;2256;0.647;0.022163153;1.22;4.5;0.494;0.231;0.268;0.095
1914;1707;110;8384;61.9386258;2256;0.647;0.022163153;1.22;4.5;0.494;0.231;0.268;0.095
1915;1707;120;8384;61.9386258;2256;0.647;0.022163153;1.22;4.5;0.494;0.231;0.268;0.095
1916;1707;136;8384;61.9386258;2256;0.647;0.022163153;1.22;4.5;0.494;0.231;0.268;0.095
1917;1707;114;8384;61.9386258;2256;0.647;0.022163153;1.22;4.5;0.494;0.231;0.268;0.095
1918;1707;157;8384;61.9386258;2256;0.647;0.022163153;1.22;4.5;0.494;0.231;0.268;0.095
1913;1708;212;16411;147.8617662;2390;0.753;0.108119017;1.52;4.3;0.488;0.196;0.301;0.098
1914;1708;230;16411;147.8617662;2390;0.753;0.108119017;1.52;4.3;0.488;0.196;0.301;0.098
1915;1708;252;16411;147.8617662;2390;0.753;0.108119017;1.52;4.3;0.488;0.196;0.301;0.098
1916;1708;268;16411;147.8617662;2390;0.753;0.108119017;1.52;4.3;0.488;0.196;0.301;0.098
1917;1708;242;16411;147.8617662;2390;0.753;0.108119017;1.52;4.3;0.488;0.196;0.301;0.098
1918;1708;363;16411;147.8617662;2390;0.753;0.108119017;1.52;4.3;0.488;0.196;0.301;0.098
1913;1709;160;11659;52.13212289;2611;0.672;0.026828436;1.23;4;0.498;0.199;0.288;0.114
1914;1709;151;11659;52.13212289;2611;0.672;0.026828436;1.23;4;0.498;0.199;0.288;0.114
1915;1709;178;11659;52.13212289;2611;0.672;0.026828436;1.23;4;0.498;0.199;0.288;0.114
1916;1709;154;11659;52.13212289;2611;0.672;0.026828436;1.23;4;0.498;0.199;0.288;0.114
1917;1709;182;11659;52.13212289;2611;0.672;0.026828436;1.23;4;0.498;0.199;0.288;0.114
1918;1709;221;11659;52.13212289;2611;0.672;0.026828436;1.23;4;0.498;0.199;0.288;0.114
1913;1710;151;12118;117.6041289;2551;0.759;0.058229475;1.46;4;0.497;0.202;0.298;0.1
1914;1710;163;12118;117.6041289;2551;0.759;0.058229475;1.46;4;0.497;0.202;0.298;0.1
1915;1710;159;12118;117.6041289;2551;0.759;0.058229475;1.46;4;0.497;0.202;0.298;0.1
1916;1710;153;12118;117.6041289;2551;0.759;0.058229475;1.46;4;0.497;0.202;0.298;0.1
1917;1710;186;12118;117.6041289;2551;0.759;0.058229475;1.46;4;0.497;0.202;0.298;0.1
1918;1710;231;12118;117.6041289;2551;0.759;0.058229475;1.46;4;0.497;0.202;0.298;0.1
1913;1711;201;12724;105.0338487;2185;0.663;0.033019129;1.2;4.6;0.499;0.228;0.278;0.09
1914;1711;223;12724;105.0338487;2185;0.663;0.033019129;1.2;4.6;0.499;0.228;0.278;0.09
1915;1711;197;12724;105.0338487;2185;0.663;0.033019129;1.2;4.6;0.499;0.228;0.278;0.09
1916;1711;191;12724;105.0338487;2185;0.663;0.033019129;1.2;4.6;0.499;0.228;0.278;0.09
1917;1711;191;12724;105.0338487;2185;0.663;0.033019129;1.2;4.6;0.499;0.228;0.278;0.09
1918;1711;283;12724;105.0338487;2185;0.663;0.033019129;1.2;4.6;0.499;0.228;0.278;0.09
1913;1712;342;24892;233.5542334;2471;0.846;0.140740539;1.49;4.4;0.491;0.197;0.304;0.086
1914;1712;325;24892;233.5542334;2471;0.846;0.140740539;1.49;4.4;0.491;0.197;0.304;0.086
1915;1712;281;24892;233.5542334;2471;0.846;0.140740539;1.49;4.4;0.491;0.197;0.304;0.086
1916;1712;351;24892;233.5542334;2471;0.846;0.140740539;1.49;4.4;0.491;0.197;0.304;0.086
1917;1712;363;24892;233.5542334;2471;0.846;0.140740539;1.49;4.4;0.491;0.197;0.304;0.086
1918;1712;408;24892;233.5542334;2471;0.846;0.140740539;1.49;4.4;0.491;0.197;0.304;0.086
1913;1713;282;14229;178.4046271;2281;0.741;0.075228601;1.44;4.5;0.492;0.194;0.303;0.102
1914;1713;242;14229;178.4046271;2281;0.741;0.075228601;1.44;4.5;0.492;0.194;0.303;0.102
1915;1713;246;14229;178.4046271;2281;0.741;0.075228601;1.44;4.5;0.492;0.194;0.303;0.102
1916;1713;232;14229;178.4046271;2281;0.741;0.075228601;1.44;4.5;0.492;0.194;0.303;0.102
1917;1713;306;14229;178.4046271;2281;0.741;0.075228601;1.44;4.5;0.492;0.194;0.303;0.102
1918;1713;387;14229;178.4046271;2281;0.741;0.075228601;1.44;4.5;0.492;0.194;0.303;0.102
1913;1714;412;14701;189.1550747;1704;0.761;0.141534986;1.57;4.4;0.486;0.2;0.336;0.062
1914;1714;377;14701;189.1550747;1704;0.761;0.141534986;1.57;4.4;0.486;0.2;0.336;0.062
1915;1714;354;14701;189.1550747;1704;0.761;0.141534986;1.57;4.4;0.486;0.2;0.336;0.062
1916;1714;369;14701;189.1550747;1704;0.761;0.141534986;1.57;4.4;0.486;0.2;0.336;0.062
1917;1714;350;14701;189.1550747;1704;0.761;0.141534986;1.57;4.4;0.486;0.2;0.336;0.062
1918;1714;268;14701;189.1550747;1704;0.761;0.141534986;1.57;4.4;0.486;0.2;0.336;0.062
1913;1801;125;6507;8.912751192;1649;0.372;0.00547887;1.15;4.1;0.494;0.192;0.278;0.139
1914;1801;118;6507;8.912751192;1649;0.372;0.00547887;1.15;4.1;0.494;0.192;0.278;0.139
1915;1801;118;6507;8.912751192;1649;0.372;0.00547887;1.15;4.1;0.494;0.192;0.278;0.139
1916;1801;121;6507;8.912751192;1649;0.372;0.00547887;1.15;4.1;0.494;0.192;0.278;0.139
1917;1801;126;6507;8.912751192;1649;0.372;0.00547887;1.15;4.1;0.494;0.192;0.278;0.139
1918;1801;182;6507;8.912751192;1649;0.372;0.00547887;1.15;4.1;0.494;0.192;0.278;0.139
1913;1802;72;4974;21.07884352;1670;0.423;0.012713416;1.4;4.3;0.485;0.198;0.288;0.106
1914;1802;75;4974;21.07884352;1670;0.423;0.012713416;1.4;4.3;0.485;0.198;0.288;0.106
1915;1802;94;4974;21.07884352;1670;0.423;0.012713416;1.4;4.3;0.485;0.198;0.288;0.106
1916;1802;82;4974;21.07884352;1670;0.423;0.012713416;1.4;4.3;0.485;0.198;0.288;0.106
1917;1802;63;4974;21.07884352;1670;0.423;0.012713416;1.4;4.3;0.485;0.198;0.288;0.106
1918;1802;129;4974;21.07884352;1670;0.423;0.012713416;1.4;4.3;0.485;0.198;0.288;0.106
1913;1803;184;11448;16.49242628;1865;0.342;0.005762553;1.29;4.5;0.498;0.21;0.267;0.128
1914;1803;175;11448;16.49242628;1865;0.342;0.005762553;1.29;4.5;0.498;0.21;0.267;0.128
1915;1803;191;11448;16.49242628;1865;0.342;0.005762553;1.29;4.5;0.498;0.21;0.267;0.128
1916;1803;177;11448;16.49242628;1865;0.342;0.005762553;1.29;4.5;0.498;0.21;0.267;0.128
1917;1803;225;11448;16.49242628;1865;0.342;0.005762553;1.29;4.5;0.498;0.21;0.267;0.128
1918;1803;271;11448;16.49242628;1865;0.342;0.005762553;1.29;4.5;0.498;0.21;0.267;0.128
1913;1804;94;6713;25.67054892;2039;0.436;0.007648011;1.33;4.1;0.509;0.178;0.301;0.123
1914;1804;115;6713;25.67054892;2039;0.436;0.007648011;1.33;4.1;0.509;0.178;0.301;0.123
1915;1804;125;6713;25.67054892;2039;0.436;0.007648011;1.33;4.1;0.509;0.178;0.301;0.123
1916;1804;105;6713;25.67054892;2039;0.436;0.007648011;1.33;4.1;0.509;0.178;0.301;0.123
1917;1804;112;6713;25.67054892;2039;0.436;0.007648011;1.33;4.1;0.509;0.178;0.301;0.123
1918;1804;144;6713;25.67054892;2039;0.436;0.007648011;1.33;4.1;0.509;0.178;0.301;0.123
1913;1805;42;2565;1.682364361;1943;0.294;0.001311785;1.2;3.9;0.48;0.199;0.255;0.126
1914;1805;35;2565;1.682364361;1943;0.294;0.001311785;1.2;3.9;0.48;0.199;0.255;0.126
1915;1805;52;2565;1.682364361;1943;0.294;0.001311785;1.2;3.9;0.48;0.199;0.255;0.126
1916;1805;40;2565;1.682364361;1943;0.294;0.001311785;1.2;3.9;0.48;0.199;0.255;0.126
1917;1805;40;2565;1.682364361;1943;0.294;0.001311785;1.2;3.9;0.48;0.199;0.255;0.126
1918;1805;46;2565;1.682364361;1943;0.294;0.001311785;1.2;3.9;0.48;0.199;0.255;0.126
1913;1806;87;6028;29.39400943;1731;0.578;0.024381229;1.41;4.1;0.5;0.193;0.238;0.227
1914;1806;105;6028;29.39400943;1731;0.578;0.024381229;1.41;4.1;0.5;0.193;0.238;0.227
1915;1806;109;6028;29.39400943;1731;0.578;0.024381229;1.41;4.1;0.5;0.193;0.238;0.227
1916;1806;113;6028;29.39400943;1731;0.578;0.024381229;1.41;4.1;0.5;0.193;0.238;0.227
1917;1806;96;6028;29.39400943;1731;0.578;0.024381229;1.41;4.1;0.5;0.193;0.238;0.227
1918;1806;113;6028;29.39400943;1731;0.578;0.024381229;1.41;4.1;0.5;0.193;0.238;0.227
1913;1807;122;7044;6.995800335;1487;0.406;0.004965787;1.11;4.1;0.549;0.179;0.338;0.096
1914;1807;118;7044;6.995800335;1487;0.406;0.004965787;1.11;4.1;0.549;0.179;0.338;0.096
1915;1807;115;7044;6.995800335;1487;0.406;0.004965787;1.11;4.1;0.549;0.179;0.338;0.096
1916;1807;115;7044;6.995800335;1487;0.406;0.004965787;1.11;4.1;0.549;0.179;0.338;0.096
1917;1807;91;7044;6.995800335;1487;0.406;0.004965787;1.11;4.1;0.549;0.179;0.338;0.096
1918;1807;162;7044;6.995800335;1487;0.406;0.004965787;1.11;4.1;0.549;0.179;0.338;0.096
1913;1808;116;9781;10.11611659;2165;0.776;0.017582454;1.5;4.4;0.529;0.081;0.669;0.038
1914;1808;114;9781;10.11611659;2165;0.776;0.017582454;1.5;4.4;0.529;0.081;0.669;0.038
1915;1808;0;9781;10.11611659;2165;0.776;0.017582454;1.5;4.4;0.529;0.081;0.669;0.038
1916;1808;88;9781;10.11611659;2165;0.776;0.017582454;1.5;4.4;0.529;0.081;0.669;0.038
1917;1808;91;9781;10.11611659;2165;0.776;0.017582454;1.5;4.4;0.529;0.081;0.669;0.038
1918;1808;150;9781;10.11611659;2165;0.776;0.017582454;1.5;4.4;0.529;0.081;0.669;0.038
1913;1809;141;6192;12.53020747;1686;0.354;0.004047225;1.12;3.9;0.459;0.202;0.248;0.141
1914;1809;125;6192;12.53020747;1686;0.354;0.004047225;1.12;3.9;0.459;0.202;0.248;0.141
1915;1809;102;6192;12.53020747;1686;0.354;0.004047225;1.12;3.9;0.459;0.202;0.248;0.141
1916;1809;149;6192;12.53020747;1686;0.354;0.004047225;1.12;3.9;0.459;0.202;0.248;0.141
1917;1809;129;6192;12.53020747;1686;0.354;0.004047225;1.12;3.9;0.459;0.202;0.248;0.141
1918;1809;116;6192;12.53020747;1686;0.354;0.004047225;1.12;3.9;0.459;0.202;0.248;0.141
1913;1810;31;1577;8.286510433;1671;0.317;0.005254604;1.13;4.1;0.47;0.185;0.302;0.124
1914;1810;26;1577;8.286510433;1671;0.317;0.005254604;1.13;4.1;0.47;0.185;0.302;0.124
1915;1810;26;1577;8.286510433;1671;0.317;0.005254604;1.13;4.1;0.47;0.185;0.302;0.124
1916;1810;38;1577;8.286510433;1671;0.317;0.005254604;1.13;4.1;0.47;0.185;0.302;0.124
1917;1810;22;1577;8.286510433;1671;0.317;0.005254604;1.13;4.1;0.47;0.185;0.302;0.124
1918;1810;24;1577;8.286510433;1671;0.317;0.005254604;1.13;4.1;0.47;0.185;0.302;0.124
1913;1811;206;16021;24.00109541;2554;0.71;0.050935475;1.54;4.5;0.491;0.152;0.429;0.064
1914;1811;217;16021;24.00109541;2554;0.71;0.050935475;1.54;4.5;0.491;0.152;0.429;0.064
1915;1811;194;16021;24.00109541;2554;0.71;0.050935475;1.54;4.5;0.491;0.152;0.429;0.064
1916;1811;159;16021;24.00109541;2554;0.71;0.050935475;1.54;4.5;0.491;0.152;0.429;0.064
1917;1811;219;16021;24.00109541;2554;0.71;0.050935475;1.54;4.5;0.491;0.152;0.429;0.064
1918;1811;362;16021;24.00109541;2554;0.71;0.050935475;1.54;4.5;0.491;0.152;0.429;0.064
1913;1812;277;20303;77.02036679;2585;0.86;0.098632199;2.09;4.3;0.498;0.17;0.354;0.078
1914;1812;272;20303;77.02036679;2585;0.86;0.098632199;2.09;4.3;0.498;0.17;0.354;0.078
1915;1812;300;20303;77.02036679;2585;0.86;0.098632199;2.09;4.3;0.498;0.17;0.354;0.078
1916;1812;262;20303;77.02036679;2585;0.86;0.098632199;2.09;4.3;0.498;0.17;0.354;0.078
1917;1812;306;20303;77.02036679;2585;0.86;0.098632199;2.09;4.3;0.498;0.17;0.354;0.078
1918;1812;429;20303;77.02036679;2585;0.86;0.098632199;2.09;4.3;0.498;0.17;0.354;0.078
1913;1813;189;13108;38.04276532;2127;0.454;0.017413533;1.35;4.2;0.522;0.198;0.292;0.111
1914;1813;217;13108;38.04276532;2127;0.454;0.017413533;1.35;4.2;0.522;0.198;0.292;0.111
1915;1813;20;13108;38.04276532;2127;0.454;0.017413533;1.35;4.2;0.522;0.198;0.292;0.111
1916;1813;189;13108;38.04276532;2127;0.454;0.017413533;1.35;4.2;0.522;0.198;0.292;0.111
1917;1813;205;13108;38.04276532;2127;0.454;0.017413533;1.35;4.2;0.522;0.198;0.292;0.111
1918;1813;302;13108;38.04276532;2127;0.454;0.017413533;1.35;4.2;0.522;0.198;0.292;0.111
1913;1814;118;7036;14.83057189;1881;0.357;0.006323439;1.35;4.8;0.512;0.232;0.259;0.12
1914;1814;118;7036;14.83057189;1881;0.357;0.006323439;1.35;4.8;0.512;0.232;0.259;0.12
1915;1814;121;7036;14.83057189;1881;0.357;0.006323439;1.35;4.8;0.512;0.232;0.259;0.12
1916;1814;139;7036;14.83057189;1881;0.357;0.006323439;1.35;4.8;0.512;0.232;0.259;0.12
1917;1814;107;7036;14.83057189;1881;0.357;0.006323439;1.35;4.8;0.512;0.232;0.259;0.12
1918;1814;184;7036;14.83057189;1881;0.357;0.006323439;1.35;4.8;0.512;0.232;0.259;0.12
1913;1901;371;28948;277.0835587;2703;0.89;0.124432992;1.7;4.5;0.49;0.213;0.308;0.084
1914;1901;347;28948;277.0835587;2703;0.89;0.124432992;1.7;4.5;0.49;0.213;0.308;0.084
1915;1901;352;28948;277.0835587;2703;0.89;0.124432992;1.7;4.5;0.49;0.213;0.308;0.084
1916;1901;328;28948;277.0835587;2703;0.89;0.124432992;1.7;4.5;0.49;0.213;0.308;0.084
1917;1901;358;28948;277.0835587;2703;0.89;0.124432992;1.7;4.5;0.49;0.213;0.308;0.084
1918;1901;512;28948;277.0835587;2703;0.89;0.124432992;1.7;4.5;0.49;0.213;0.308;0.084
1913;1902;468;38340;251.574473;2456;0.808;0.098425068;1.81;4.8;0.508;0.219;0.319;0.075
1914;1902;482;38340;251.574473;2456;0.808;0.098425068;1.81;4.8;0.508;0.219;0.319;0.075
1915;1902;400;38340;251.574473;2456;0.808;0.098425068;1.81;4.8;0.508;0.219;0.319;0.075
1916;1902;459;38340;251.574473;2456;0.808;0.098425068;1.81;4.8;0.508;0.219;0.319;0.075
1917;1902;427;38340;251.574473;2456;0.808;0.098425068;1.81;4.8;0.508;0.219;0.319;0.075
1918;1902;648;38340;251.574473;2456;0.808;0.098425068;1.81;4.8;0.508;0.219;0.319;0.075
1913;1903;327;21108;179.4039078;2297;0.714;0.093492656;1.51;4.5;0.481;0.237;0.263;0.103
1914;1903;328;21108;179.4039078;2297;0.714;0.093492656;1.51;4.5;0.481;0.237;0.263;0.103
1915;1903;305;21108;179.4039078;2297;0.714;0.093492656;1.51;4.5;0.481;0.237;0.263;0.103
1916;1903;335;21108;179.4039078;2297;0.714;0.093492656;1.51;4.5;0.481;0.237;0.263;0.103
1917;1903;332;21108;179.4039078;2297;0.714;0.093492656;1.51;4.5;0.481;0.237;0.263;0.103
1918;1903;404;21108;179.4039078;2297;0.714;0.093492656;1.51;4.5;0.481;0.237;0.263;0.103
1913;1904;318;20232;135.6293067;2168;0.634;0.040222214;1.44;4.5;0.501;0.211;0.287;0.105
1914;1904;284;20232;135.6293067;2168;0.634;0.040222214;1.44;4.5;0.501;0.211;0.287;0.105
1915;1904;295;20232;135.6293067;2168;0.634;0.040222214;1.44;4.5;0.501;0.211;0.287;0.105
1916;1904;257;20232;135.6293067;2168;0.634;0.040222214;1.44;4.5;0.501;0.211;0.287;0.105
1917;1904;344;20232;135.6293067;2168;0.634;0.040222214;1.44;4.5;0.501;0.211;0.287;0.105
1918;1904;391;20232;135.6293067;2168;0.634;0.040222214;1.44;4.5;0.501;0.211;0.287;0.105
1913;1905;296;21440;219.9865587;4463;0.755;0.082084537;1.51;4.4;0.478;0.227;0.271;0.108
1914;1905;283;21440;219.9865587;4463;0.755;0.082084537;1.51;4.4;0.478;0.227;0.271;0.108
1915;1905;279;21440;219.9865587;4463;0.755;0.082084537;1.51;4.4;0.478;0.227;0.271;0.108
1916;1905;302;21440;219.9865587;4463;0.755;0.082084537;1.51;4.4;0.478;0.227;0.271;0.108
1917;1905;280;21440;219.9865587;4463;0.755;0.082084537;1.51;4.4;0.478;0.227;0.271;0.108
1918;1905;396;21440;219.9865587;4463;0.755;0.082084537;1.51;4.4;0.478;0.227;0.271;0.108
1913;1906;231;14373;94.00230869;1906;0.475;0.026160804;1.26;4.5;0.507;0.213;0.277;0.108
1914;1906;222;14373;94.00230869;1906;0.475;0.026160804;1.26;4.5;0.507;0.213;0.277;0.108
1915;1906;219;14373;94.00230869;1906;0.475;0.026160804;1.26;4.5;0.507;0.213;0.277;0.108
1916;1906;199;14373;94.00230869;1906;0.475;0.026160804;1.26;4.5;0.507;0.213;0.277;0.108
1917;1906;208;14373;94.00230869;1906;0.475;0.026160804;1.26;4.5;0.507;0.213;0.277;0.108
1918;1906;282;14373;94.00230869;1906;0.475;0.026160804;1.26;4.5;0.507;0.213;0.277;0.108
1913;1907;317;21028;214.7081407;2296;0.777;0.081684665;1.55;4.3;0.489;0.226;0.281;0.097
1914;1907;264;21028;214.7081407;2296;0.777;0.081684665;1.55;4.3;0.489;0.226;0.281;0.097
1915;1907;255;21028;214.7081407;2296;0.777;0.081684665;1.55;4.3;0.489;0.226;0.281;0.097
1916;1907;251;21028;214.7081407;2296;0.777;0.081684665;1.55;4.3;0.489;0.226;0.281;0.097
1917;1907;310;21028;214.7081407;2296;0.777;0.081684665;1.55;4.3;0.489;0.226;0.281;0.097
1918;1907;371;21028;214.7081407;2296;0.777;0.081684665;1.55;4.3;0.489;0.226;0.281;0.097
1913;1908;285;14401;103.5514978;1793;0.487;0.043143461;1.27;5;0.496;0.225;0.264;0.12
1914;1908;265;14401;103.5514978;1793;0.487;0.043143461;1.27;5;0.496;0.225;0.264;0.12
1915;1908;253;14401;103.5514978;1793;0.487;0.043143461;1.27;5;0.496;0.225;0.264;0.12
1916;1908;258;14401;103.5514978;1793;0.487;0.043143461;1.27;5;0.496;0.225;0.264;0.12
1917;1908;303;14401;103.5514978;1793;0.487;0.043143461;1.27;5;0.496;0.225;0.264;0.12
1918;1908;425;14401;103.5514978;1793;0.487;0.043143461;1.27;5;0.496;0.225;0.264;0.12
1913;1909;220;13771;122.9520638;2241;0.648;0.08035499;1.52;4.3;0.495;0.213;0.308;0.093
1914;1909;205;13771;122.9520638;2241;0.648;0.08035499;1.52;4.3;0.495;0.213;0.308;0.093
1915;1909;173;13771;122.9520638;2241;0.648;0.08035499;1.52;4.3;0.495;0.213;0.308;0.093
1916;1909;207;13771;122.9520638;2241;0.648;0.08035499;1.52;4.3;0.495;0.213;0.308;0.093
1917;1909;189;13771;122.9520638;2241;0.648;0.08035499;1.52;4.3;0.495;0.213;0.308;0.093
1918;1909;257;13771;122.9520638;2241;0.648;0.08035499;1.52;4.3;0.495;0.213;0.308;0.093
1913;1910;469;31062;218.9075764;2240;0.808;0.077521838;1.66;4.6;0.481;0.243;0.267;0.093
1914;1910;371;31062;218.9075764;2240;0.808;0.077521838;1.66;4.6;0.481;0.243;0.267;0.093
1915;1910;357;31062;218.9075764;2240;0.808;0.077521838;1.66;4.6;0.481;0.243;0.267;0.093
1916;1910;381;31062;218.9075764;2240;0.808;0.077521838;1.66;4.6;0.481;0.243;0.267;0.093
1917;1910;384;31062;218.9075764;2240;0.808;0.077521838;1.66;4.6;0.481;0.243;0.267;0.093
1918;1910;541;31062;218.9075764;2240;0.808;0.077521838;1.66;4.6;0.481;0.243;0.267;0.093
1913;1911;228;14044;108.0985387;2063;0.551;0.061577066;1.34;4.7;0.501;0.217;0.262;0.124
1914;1911;213;14044;108.0985387;2063;0.551;0.061577066;1.34;4.7;0.501;0.217;0.262;0.124
1915;1911;234;14044;108.0985387;2063;0.551;0.061577066;1.34;4.7;0.501;0.217;0.262;0.124
1916;1911;200;14044;108.0985387;2063;0.551;0.061577066;1.34;4.7;0.501;0.217;0.262;0.124
1917;1911;213;14044;108.0985387;2063;0.551;0.061577066;1.34;4.7;0.501;0.217;0.262;0.124
1918;1911;306;14044;108.0985387;2063;0.551;0.061577066;1.34;4.7;0.501;0.217;0.262;0.124
1913;2001;353;25601;343.3113229;2589;0.843;0.147510822;1.77;4.2;0.499;0.192;0.345;0.073
1914;2001;313;25601;343.3113229;2589;0.843;0.147510822;1.77;4.2;0.499;0.192;0.345;0.073
1915;2001;315;25601;343.3113229;2589;0.843;0.147510822;1.77;4.2;0.499;0.192;0.345;0.073
1916;2001;314;25601;343.3113229;2589;0.843;0.147510822;1.77;4.2;0.499;0.192;0.345;0.073
1917;2001;306;25601;343.3113229;2589;0.843;0.147510822;1.77;4.2;0.499;0.192;0.345;0.073
1918;2001;425;25601;343.3113229;2589;0.843;0.147510822;1.77;4.2;0.499;0.192;0.345;0.073
1913;2002;230;19240;219.0695238;2721;0.775;0.125247649;1.55;4.2;0.485;0.191;0.318;0.085
1914;2002;218;19240;219.0695238;2721;0.775;0.125247649;1.55;4.2;0.485;0.191;0.318;0.085
1915;2002;204;19240;219.0695238;2721;0.775;0.125247649;1.55;4.2;0.485;0.191;0.318;0.085
1916;2002;218;19240;219.0695238;2721;0.775;0.125247649;1.55;4.2;0.485;0.191;0.318;0.085
1917;2002;224;19240;219.0695238;2721;0.775;0.125247649;1.55;4.2;0.485;0.191;0.318;0.085
1918;2002;303;19240;219.0695238;2721;0.775;0.125247649;1.55;4.2;0.485;0.191;0.318;0.085
1913;2003;105;4603;109.9531093;1873;0.585;0.071661814;1.39;4.4;0.521;0.185;0.277;0.143
